Authors,Article Title,Source Title,DOI,Publication Year,First Author Origin,Senior Author Origin,Sampled Focal Taxa Range,Sequencing Method,Study Focus,Comments
"Judkins, Megan E.; Roemer, Gary W.; Millsap, Brian A.; Barnes, Joseph G.; Bedrosian, Bryan E.; Clarke, Stephen L.; Domenech, Robert; Herring, Garth; Lamont, Myles; Smith, Brian W.; Stahlecker, Dale W.; Stuber, Matthew J.; Warren, Wesley C.; Van Den Bussche, Ronald A.",A 37 K SNP array for the management and conservation of Golden Eagles (Aquila chrysaetos),CONSERVATION GENETICS,10.1007/s10592-023-01508-3,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Khalatbari, Leili; Godinho, Raquel; Abolghasemi, Hamed; Hakimi, Ehsan; Ghadirian, Taher; Jowkar, Houman; Breitenmoser, Urs; Brito, Jose Carlos",The persistence of the critically endangered Asiatic cheetah relies upon urgent connectivity protection: a landscape genetics perspective,CONSERVATION GENETICS,10.1007/s10592-023-01513-6,2023,Both,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Kitanishi, Shigeru; Kondou, Takuya; Takahashi, Hiroshi; Takeshita, Naohiko; Nagata, Shingo; Edo, Kaneaki","Recent reduction of genetic diversity in markless form of the red-spotted masu salmon Oncorhynchus masou ishikawae in the Ono River, Kyushu, Japan",CONSERVATION GENETICS,10.1007/s10592-023-01515-4,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Klangnurak, Wanlada; Arunrugstichai, Sirachai; Manopawitr, Petch; Krajangdara, Tassapon",DNA-based species identification of shark fins traded in thai markets,CONSERVATION GENETICS,10.1007/s10592-023-01519-0,2023,Global South,Global South,Global South,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Krojerova-Prokesova, Jarmila; Gajdarova, Barbora; Reiners, Tobias Erik; Bolechova, Petra; Kleven, Oddmund; Koubek, Petr; Nowak, Carsten; Ozolins, Janis; Tam, Branislav; Voloshina, Inna; Vallo, Peter",Ex situ versus in situ Eurasian lynx populations: implications for successful breeding and genetic rescue,CONSERVATION GENETICS,10.1007/s10592-022-01494-y,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Martinez-Gil, Helena; Sanchez-Montes, Gregorio; Montes-Gavilan, Pedro; Ugarte, Gorka; Martinez-Solano, Inigo",Fine-scale functional connectivity of two syntopic pond-breeding amphibians with contrasting life-history traits: an integrative assessment of direct and indirect estimates of dispersal,CONSERVATION GENETICS,10.1007/s10592-023-01506-5,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Meissner, Rene; Winter, Sven; Westerhus, Uta; Sliwa, Alexander; Greve, Carola; Bottriell, Lena Godsall; Bottriell, Paul; Fernandes, Carlos Rodriguez; Vercammen, Paul; Hunter, Luke T. B.; Abramov, Alexei, V; Khalatbari, Leili; Horin, Petr; Burger, Pamela A.; Prost, Stefan",The potential and shortcomings of mitochondrial DNA analysis for cheetah conservation management,CONSERVATION GENETICS,10.1007/s10592-022-01483-1,2023,Global North,Global North,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,mtDNA SNP approach
"Mejia, Maura Palacios; Arias-Rodriguez, Lenin; Arciniega, Martha; Rodriguez, Victoria; Sandoval, Jose Enrique Barraza; Herrera, Nestor; Mora, Dora Carolina Marroquin; Rojas, Juan B. Ulloa B.; Couturier, Gabriel Marquez; Voelker, Gary; Tobler, Michael","Conservation genetics of the tropical gar (Atractosteus tropicus, Lepisosteidae)",CONSERVATION GENETICS,10.1007/s10592-023-01509-2,2023,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Mellya, Ronald V. K.; Hopcraft, J. Grant C.; Eblate, Ernest M.; Kariuki, Linus; Otiende, Moses; Chuma, Idrissa S.; Macha, Emmanuel S.; Wambura, Dickson; Kilbride, Elizabeth; Mable, Barbara K.",Mitochondrial DNA diversity of the eastern black rhinoceros (Diceros bicornis michaeli) in Tanzania: implications for future conservation,CONSERVATION GENETICS,10.1007/s10592-023-01545-y,2023,Global North,Global North,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Mikles, Chloe S.; Arcese, Peter; Lovette, Irby J.; Aguillon, Stepfanie M.; Chan, Yvonne L.; Benham, Phred M.; Carbeck, Katherine; Walsh, Jennifer",Evolutionary divergence and adaptive capacity in morphologically distinct song sparrow subspecies,CONSERVATION GENETICS,10.1007/s10592-023-01547-w,2023,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Miller, Susan M.; Kotze, Antoinette; Harper, Cindy K.; Bishop, Jacqueline M.; Williams, Vivienne L.; Rossouw, Charne; Schoeman, Johanita; de Bruyn, Marli; Dalton, Desire Lee; Selier, S. A. Jeanetta",Genetic diversity and origin of captive lion (Panthera leo) in South Africa: an assessment and comparison to wild populations,CONSERVATION GENETICS,10.1007/s10592-023-01530-5,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Naito, Takuya; Nakayama, Kouji; Takeshima, Hirohiko; Hashiguchi, Yasuyuki; Akita, Tetsuya; Yamasaki, Yo Y.; Mishina, Tappei; Takeshita, Naohiko; Nagano, Atsushi J.; Takahashi, Hiroshi",The detailed population genetic structure of the rare endangered latid fish akame Lates japonicus with extremely low genetic diversity revealed from single-nucleotide polymorphisms,CONSERVATION GENETICS,10.1007/s10592-023-01517-2,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Nakajima, Yuichi; Wepfer, Patricia H.; Mitarai, Satoshi",Clonal distribution and spatial genetic structure of the reef-building coral Galaxea fascicularis,CONSERVATION GENETICS,10.1007/s10592-023-01591-6,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Nilsson, Kristen; Pearson, David; Paxman, Mike; Desmond, Anthony; Kennington, Jason; Byrne, Margaret; Ottewell, Kym",Translocations restore a population of a threatened rock-wallaby and bolster its genetic diversity,CONSERVATION GENETICS,10.1007/s10592-023-01520-7,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Paul, Grace; Bartels, Louisa; Bueno, Francisco Garcia Bulle; Law, Genevieve; Heard, Tim; Chapman, Nadine; Buchmann, Gabriele; Lim, Julianne; Gloag, Rosalyn",Shifting range in a stingless bee leads to pre-mating reproductive interference between species,CONSERVATION GENETICS,10.1007/s10592-023-01512-7,2023,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Pierson, Todd W.; Camp, Carlos D.; Wooten, Jessica A.",Population genomic evidence that stream networks structure genetic diversity in the narrowly endemic patch-nosed salamander (Urspelerpes brucei),CONSERVATION GENETICS,10.1007/s10592-023-01528-z,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Portanier, Elodie; Henri, Helene; Benedetti, Pierre; Sanchis, Frederic; Regis, Corinne; Chevret, Pascale; Zedda, Marco; El Filali, Adil; Ruette, Sandrine; Devillard, Sebastien",Population genomics of Corsican wildcats: Paving the way toward a new subspecies within the Felis silvestris spp. complex?,MOLECULAR ECOLOGY,10.1111/mec.16856,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Quinn, Liam; Garcia-Erill, Genis; Santander, Cindy; Bruniche-Olsen, Anna; Liu, Xiaodong; Sinding, Mikkel-Holger S.; Heaton, Michael P.; Smith, Timothy P. L.; Pecnerova, Patricia; Bertola, Laura D.; Hanghoj, Kristian; Rasmussen, Malthe Sebro; de Jager, Deon; Siegismund, Hans R.; Albrechtsen, Anders; Heller, Rasmus; Moltke, Ida",Colonialism in South Africa leaves a lasting legacy of reduced genetic diversity in Cape buffalo,MOLECULAR ECOLOGY,10.1111/mec.16851,2023,Global North,Global North,Global South,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Reyne, Marina I.; Dicks, Kara; Flanagan, Jason; Nolan, Paul; Twining, Joshua P.; Aubry, Aurelie; Emmerson, Mark; Marnell, Ferdia; Helyar, Sarah; Reid, Neil",Landscape genetics identifies barriers to Natterjack toad metapopulation dispersal,CONSERVATION GENETICS,10.1007/s10592-023-01507-4,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Rosenblatt, Elias; Gieder, Katherina; Donovan, Therese; Murdoch, James; Smith, Timothy P. L.; Heaton, Michael P.; Kalbfleisch, Theodore S.; Murdoch, Brenda M.; Bhattarai, Suraj; Pacht, Emory; Verbist, Emma; Basnayake, Veronica; McKay, Stephanie",Genetic diversity and connectivity of moose (Alces americanus americanus) in eastern North America,CONSERVATION GENETICS,10.1007/s10592-022-01496-w,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Sainz-Escudero, Lucia; Vila, Marta; Perea, Silvia; Garcia-Paris, Mario",Large effective size as determinant of population persistence in Anostraca (Crustacea: Branchiopoda),CONSERVATION GENETICS,10.1007/s10592-023-01534-1,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Sheridan, Nancy E. E.; Seyoum, Seifu; Sharp, William C. C.; Titus, Benjamin M. M.; Daly, Marymegan; Richards, Christina L. L.; Schrey, Aaron W. W.","Conservation genomics of an exploited, popular aquarium trade species: the giant Caribbean sea anemone Condylactis gigantea (Anthozoa: Actiniidae)",CONSERVATION GENETICS,10.1007/s10592-023-01511-8,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Smeds, Linnea; Ellegren, Hans",From high masked to high realized genetic load in inbred Scandinavian wolves,MOLECULAR ECOLOGY,10.1111/mec.16802,2023,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Smith, Chase H. H.; Kiser, Alexander H. H.; Johnson, Nathan A. A.; Randklev, Charles R. R.","Environmental, morphological, and molecular data reveal a new species of freshwater mussel, Strophitus howellsi, endemic to the Edwards Plateau in Texas",CONSERVATION GENETICS,10.1007/s10592-023-01529-y,2023,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Smith, Deane A.; Lethbridge, Mark R.; Allen, Benjamin L.; Andrew, Rose L.",Inferring inter-colony movement within metapopulations of yellow-footed rock-wallabies using estimates of kinship,CONSERVATION GENETICS,10.1007/s10592-022-01498-8,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Stanbridge, Debbie; O'Riain, M. Justin; Dreyer, Cathy; le Roex, Nikki",Genetic restoration of black rhinoceroses in South Africa: conservation implications,CONSERVATION GENETICS,10.1007/s10592-022-01486-y,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Stanford, Brenna C. M.; Lepitzki, Dwayne A. W.; Taylor, Mark K.; Rogers, Sean M.","Pooled whole genome sequencing of the endangered Banff Springs Snail, Physella johnsoni, reveals genetic separation to P. gyrina and cryptic micro-geographical genetic structure",CONSERVATION GENETICS,10.1007/s10592-023-01538-x,2023,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Stock, Sarah E.; Klop-Toker, Kaya; Wallace, Samantha; Kelly, Oliver; Callen, Alex; Seeto, Rebecca; Mahony, Stephen V.; Hayward, Matt W.; Mahony, Michael J.","Uncovering inbreeding, small populations, and strong genetic isolation in an Australian threatened frog, Litoria littlejohni",CONSERVATION GENETICS,10.1007/s10592-023-01522-5,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Stoltz, Sophia S.; Husband, Brian C.",High genetic diversity in American chestnut (Castanea dentata) despite a century of decline,CONSERVATION GENETICS,10.1007/s10592-022-01473-3,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Sundell, Tarja; Kammonen, Juhana, I; Mustanoja, Ella; Biard, Vincent; Kunnasranta, Mervi; Niemi, Marja; Nykanen, Milaja; Nyman, Tommi; Palo, Jukka U.; Valtonen, Mia; Paulin, Lars; Jernvall, Jukka; Auvinen, Petri",Genomic evidence uncovers inbreeding and supports translocations in rescuing the genetic diversity of a landlocked seal population,CONSERVATION GENETICS,10.1007/s10592-022-01497-9,2023,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Suni, Sevan; Hernandez, Melissa",Strong decreases in genetic diversity despite high gene flow for a solitary bee,CONSERVATION GENETICS,10.1007/s10592-023-01524-3,2023,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Talla, Venkat; Mrazek, Veronika; Hoglund, Jacob; Backstrom, Niclas",Whole genome re-sequencing uncovers significant population structure and low genetic diversity in the endangered clouded apollo (Parnasssius mnemosyne) in Sweden,CONSERVATION GENETICS,10.1007/s10592-023-01502-9,2023,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Terzer, Evelyn; Schmid, Max; Bauert, Barbara; Weidmann-Csencsics, Daniela; Birrer, Stefan; Bolliger, Janine; Brodbeck, Sabine; Gugerli, Felix",Distinct spatial patterns of genetic structure and diversity in the butterfly Marbled White (Melanargia galathea) inhabiting fragmented grasslands,CONSERVATION GENETICS,10.1007/s10592-023-01593-4,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Todd, Stephanie J.; McKnight, Donald T.; Congdon, Brad C.; Pierson, Jennifer; Fischer, Manuela; Abell, Sandra; Koleck, Jessica",Diversity and structure of Bettongia tropica: using population genetics to guide reintroduction and help prevent the extinction of an endangered Australian marsupial,CONSERVATION GENETICS,10.1007/s10592-023-01533-2,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Wawrzyczek, Stanislaw; Holmes, Gareth D.; Hoebee, Susan E.",Reproductive biology and population structure of the endangered shrub Grevillea bedggoodiana (Proteaceae),CONSERVATION GENETICS,10.1007/s10592-022-01480-4,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Wootton, Eric; Robert, Claude; Taillon, Jolle; Cote, Steeve; Shafer, Aaron B. A.",Genomic health is dependent on long-term population demographic history,MOLECULAR ECOLOGY,10.1111/mec.16863,2023,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Wultsch, Claudia; Zeller, Katherine A. A.; Welfelt, Lindsay S. S.; Beausoleil, Richard A. A.","Genetic diversity, gene flow, and source-sink dynamics of cougars in the Pacific Northwest",CONSERVATION GENETICS,10.1007/s10592-023-01532-3,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Yamazaki, Yuji; Ikeya, Koki",Genetic dynamics of a 11-year ex situ managed Itasenpara bitterling population,CONSERVATION GENETICS,10.1007/s10592-022-01484-0,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,"mostly on an ex-situ population, but does include data from the wild"
"Zhang, Tao; Meng, Jing; Yang, Fengmao; Li, Xue; Yin, Xuanpeng; Zhang, Jing; He, Shuilian",Genome-wide assessment of population genetic and demographic history in Magnolia odoratissima based on SLAF-seq,CONSERVATION GENETICS,10.1007/s10592-022-01500-3,2023,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,China
"Ada, Abdul M.; Vandergast, Amy G.; Fisher, Robert N.; Fong, Darren; Bohonak, Andrew J.",Conservation genetics of the endangered California Freshwater Shrimp (Syncaris pacifica): watershed and stream networks define gene pool boundaries,CONSERVATION GENETICS,10.1007/s10592-024-01621-x,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Autenrieth, Marijke; Havenstein, Katja; De Cahsan, Binia; Canitz, Julia; Benke, Harald; Roos, Anna; Pampoulie, Christophe; Sigurosson, Guojon Mar; Siebert, Ursula; Olsen, Morten Tange; Biard, Vincent; Heide-Jorgensen, Mads Peter; Ozturk, Ayaka Amaha; Ozturk, Bayram; Lawson, John W.; Tiedemann, Ralph",Genome-wide analysis of the harbour porpoise (Phocoena phocoena) indicates isolation-by-distance across the North Atlantic and potential local adaptation in adjacent waters,CONSERVATION GENETICS,10.1007/s10592-023-01589-0,2024,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Aylward, Cody M.; Barthman-Thompson, Laureen; Kelt, Douglas A.; Sacks, Benjamin N.; Statham, Mark J.",Evolutionary history of the salt marsh harvest mouse mitogenome is concordant with ancient patterns of sea level rise,CONSERVATION GENETICS,10.1007/s10592-023-01588-1,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,mitogenomes
"Azevedo, Guilherme H. F.; Blair, Jennifer; Hedin, Marshal","Evaluating possible anthropogenic impacts on gene flow and loss of genetic diversity in endangered Madla Cave Meshweaver spiders (Hahniidae, Cicurina madla)",CONSERVATION GENETICS,10.1007/s10592-023-01561-y,2024,Global South,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Ballini, Lorenzo; Ottonello, Dario; Repetto, Valentina; Natali, Chiara; Chini, Giacomo; Tolve, Livia; Ciofi, Claudio; Fratini, Sara; Iannucci, Alessio",Early detection of rare and elusive endangered species using environmental DNA: a case study for the Eurasian otter and the white-clawed crayfish in northwestern Italy,CONSERVATION GENETICS,10.1007/s10592-024-01619-5,2024,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Batsleer, Femke; Gallin, Matthieu; Delafonteyne, Moyra; Dekeukeleire, Daan; T'Jollyn, Filiep; Vantieghem, Pieter; Broeck, An Vanden; Mergeay, Joachim; Maes, Dirk; Bonte, Dries",Asymmetrical gene flow between coastal and inland dunes in a threatened digger wasp,CONSERVATION GENETICS,10.1007/s10592-023-01566-7,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Beaver, Caitlin E.; Virzi, Thomas; Hunter, Margaret E.","Genetic analysis of federally endangered Cape Sable seaside sparrow subpopulations in the Greater Everglades, USA",CONSERVATION GENETICS,10.1007/s10592-023-01551-0,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also microsats
"Bourgeois, Yann; Warren, Ben H.; Augiron, Steve","The burden of anthropogenic changes and mutation load in a critically endangered harrier from the Reunion biodiversity hotspot, Circus maillardi",MOLECULAR ECOLOGY,10.1111/mec.17300,2024,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,"Range defined based on politics, not geography"
"Bredemeyer, Kevin R.; vonHoldt, Bridgett M.; Foley, Nicole M.; Childers, Isabella R.; Brzeski, Kristin E.; Murphy, William J.",The value of hybrid genomes: Building two highly contiguous reference genome assemblies to advance Canis genomic studies,JOURNAL OF HEREDITY,10.1093/jhered/esae013,2024,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Burimski, Oksana; Vasemagi, Anti; Gross, Riho",Changes in the spatio-temporal genetic structure of Baltic sea trout (Salmo trutta L.) over two decades: direct and indirect effects of stocking,CONSERVATION GENETICS,10.1007/s10592-023-01582-7,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Bylemans, Jonas; Marques da Cunha, Lucas; Sarmiento Cabello, Sonia; Nusbaumer, David; Uppal, Anshu; Wedekind, Claus",Sex-specific effects of inbreeding in juvenile brown trout,MOLECULAR ECOLOGY,10.1111/mec.17298,2024,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Capria, Loris; Liepelt, Sascha; Eimert, Klaus; Leyer, Ilona; Mosner, Eva",Neutral genetic diversity follows a latitudinal gradient in the endangered plant Arnica montana L.: a range-wide study,CONSERVATION GENETICS,10.1007/s10592-023-01559-6,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Clugston, James A. R.; Coolen, Quirijn; Houtepen, Erik; van Proosdij, Andre S. J.; Grinage, Ayress D.; Griffith, M. Patrick",Genomic patterns of native palms from the Leeward Antilles confirm single-island endemism and guide conservation priorities,CONSERVATION GENETICS,10.1007/s10592-024-01618-6,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Dutch Caribbean colonies; Australian & US authors (Curacao & Bonaire)
"Colpitts, Julie; McLoughlin, Philip Dunstan; Poissant, Jocelyn",Inbreeding depression in Sable Island feral horses is mediated by intrinsic and extrinsic variables,CONSERVATION GENETICS,10.1007/s10592-023-01549-8,2024,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Dayan, David I.; Mazur, Steve; Green, Laura J.; Wells, Andrew J.; Johnson, Marc A.; Van Dyke, Daniel J.; Samarin, Peter A.; Battleson, Ryan D.; O'Malley, Kathleen G.","Genetic diversity within late-summer run and half-pounder steelhead (Oncorhynchus mykiss) in the Rogue River, Oregon",CONSERVATION GENETICS,10.1007/s10592-023-01563-w,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"de Visser, Rhiannon S. J.; Hall, Michelle; Ottewell, Kym; Pierson, Jennifer C.; Sanders, Angela; Friend, J. Anthony; Berry, Laurence; Hogg, Carolyn; Catullo, Renee A.",Remnant kenngoor (Phascogale calura) retain genetic connectivity and genetic diversity in a highly fragmented landscape,CONSERVATION GENETICS,10.1007/s10592-024-01603-z,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Dorsey, Brian L.; Salas-Morales, Silva H.; Gregory, Timothy J.","Conservation genomics of Dioon holmgrenii (Zamiaceae) reveals a history of range expansion, fragmentation, and isolation of populations",CONSERVATION GENETICS,10.1007/s10592-023-01569-4,2024,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Eaton, Kendra R.; Tardy, Kurt A.; Croy, Rebecca M.",Contemporary reproductive patterns of Snake River Oncorhynchus nerka in Pettit Lake,CONSERVATION GENETICS,10.1007/s10592-023-01585-4,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Elsner-Gearing, Franziska; Kretzschmar, Petra; Shultz, Susanne; Pilgrim, Mark; Dawson, Deborah Ann; Horsburgh, Gavin John; Hruby, Jiri; Hopper, Jane; King, Tony; Walton, Catherine",Admixture and reproductive skew shape the conservation value of ex situ populations of the Critically Endangered eastern black rhino,CONSERVATION GENETICS,10.1007/s10592-024-01611-z,2024,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Escoda, Lidia; Pique, Josep; Paule, Ladislav; Foulche, Kevin; Menoni, Emmanuel; Castresana, Jose",Genomic analysis of geographical structure and diversity in the capercaillie (Tetrao urogallus),CONSERVATION GENETICS,10.1007/s10592-023-01567-6,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Fast, Kayla M.; Fluker, Brook L.; Kuhajda, Bernard R.; O'Neil, Patrick E.; McGregor, Stuart W.; Piteo, Matthew S.; Sandel, Michael W.",Conservation genomics of the threatened Trispot Darter (Etheostoma trisella),CONSERVATION GENETICS,10.1007/s10592-023-01572-9,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA + microsatellites
"Fox, Skyler; Eberth, Lauren; Floyd, J. Banks; Pederson, Calla; Stafford, Lily; Tillmanns, Nora; Vodo, Lo; Morris, Ashley B.",The importance of understanding clonal structure for species listing and recovery: case studies from the rare oconee bells (shortia brevistyla and shortia galacifolia; Diapensiaceae) and the federally endangered bunched arrowhead (sagittaria fasciculata; Alismataceae),CONSERVATION GENETICS,10.1007/s10592-024-01608-8,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Gaspari, Stefania; Dooley, Charlotte; Shreves, Kypher; Silva, Catia S. E.; Chapman, Natasha; Genov, Tilen; Gonzalvo, Joan; Holcer, Drasko; Moura, Andre E.",Connectivity patterns of bottlenose dolphins (Tursiops truncatus) in the north-east Mediterranean: implications for local conservation,CONSERVATION GENETICS,10.1007/s10592-023-01577-4,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Gautschi, Daniel; Heinsohn, Robert; Ortiz-Catedral, Luis; Stojanovic, Dejan; Wilson, Melinda; Crates, Ross; Macgregor, Nicholas A.; Olsen, Penny; Neaves, Linda",Genetic diversity and inbreeding in an endangered island-dwelling parrot population following repeated population bottlenecks,CONSERVATION GENETICS,10.1007/s10592-023-01599-y,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Ginwal, Harish S.; Rawat, Anita; Shekhar, Chander; Bhandari, Maneesh S.; Kavidayal, Haripriya; Shankhwar, Rajeev; Yadav, Abhishek; Kant, Rama; Barthwal, Santan; Meena, Rajendra K.",Population genetic structure of a timberline oak (Quercus semecarpifolia Sm.) of western Himalayas and conservation implications,CONSERVATION GENETICS,10.1007/s10592-023-01558-7,2024,Global South,Global South,Global South,Other,Population Structure / Gene Flow / Diversity / Demographic History,SSRs
"Hart, Pamela B.; Niemiller, Matthew L.; Armbruster, Jonathan W.; Chakrabarty, Prosanta","Conservation implications for the world's most widely distributed cavefish species complex based on population genomics (Typhlichthys, Percopsiformes)",CONSERVATION GENETICS,10.1007/s10592-023-01562-x,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Horaud, Mathilde; Arizmendi-Meija, Rosana; Nebot-Colomer, Elisabet; Lopez-Sendino, Paula; Antunes, Agostinho; Dellicour, Simon; Viard, Frederique; Leblois, Raphael; Linares, Cristina; Garrabou, Joaquim; Ledoux, Jean-Baptiste",Comparative population genetics of habitat-forming octocorals in two marine protected areas: eco-evolutionary and management implications,CONSERVATION GENETICS,10.1007/s10592-023-01573-8,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Huang, Jen-Pan; Wu, Shu-Ping; Chen, Wei-Yun; Pham, Guan Jie; Kuan, Yi-Hsiu","Genomic data revealed inbreeding despite a geographically connected stable effective population size since the Holocene in the protected Formosan Long-Arm Scarab beetle, Cheirotonus formosanus",JOURNAL OF HEREDITY,10.1093/jhered/esae006,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Taiwan
"Jossey, Sushma; Haddrath, Oliver; Loureiro, Livia; Weir, Jason T.; Lim, Burton K.; Miller, Jacqueline; Scherer, Stephen W.; Goksoyr, Anders; Lille-Langoy, Roger; Kovacs, Kit M.; Lydersen, Christian; Routti, Heli; Engstrom, Mark D.",Population structure and history of North Atlantic Blue whales (Balaenoptera musculus musculus) inferred from whole genome sequence analysis,CONSERVATION GENETICS,10.1007/s10592-023-01584-5,2024,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
